Source,Target,Weight
求/verb,用/verb,1
用/verb,求/verb,1
無/verb,從/verb,1
從/verb,無/verb,1
從/verb,為/verb,1
為/verb,從/verb,1
為/verb,說/verb,1
說/verb,為/verb,1
說/verb,從/verb,1
從/verb,說/verb,1
未/adv,達/verb,1
達/verb,未/adv,1
未/adv,思/verb,1
未/adv,何/adv,1
思/verb,未/adv,1
思/verb,何/adv,1
何/adv,未/adv,1
何/adv,思/verb,1
何/adv,遠/verb,1
遠/verb,何/adv,1
非/adv,言/noun,1
言/noun,非/adv,1
言/noun,說/verb,1
無/verb,說/verb,1
說/verb,言/noun,1
說/verb,無/verb,1
人/noun,父/noun,1
父/noun,人/noun,1
先/noun,禮/noun,1
禮/noun,先/noun,1
樂/noun,君子/noun,1
君子/noun,樂/noun,1
君子/noun,用/verb,1
用/verb,君子/noun,1
用/verb,從/verb,1
則/adv,先/noun,1
從/verb,用/verb,1
從/verb,先/noun,1
先/noun,則/adv,1
先/noun,從/verb,1
有/verb,非/adv,1
非/adv,有/verb,1
非/adv,夫/noun,1
夫/noun,非/adv,1
夫/noun,為/verb,1
為/verb,夫/noun,1
由/verb,得/verb,1
由/verb,死/verb,1
得/verb,由/verb,1
得/verb,然/verb,1
死/verb,由/verb,1
死/verb,然/verb,1
然/verb,得/verb,1
然/verb,死/verb,1
如/verb,何/adv,1
如/verb,必/adv,1
何/adv,如/verb,1
必/adv,如/verb,1
夫/noun,言/verb,1
言/verb,夫/noun,1
必/adv,中/noun,1
有/verb,中/noun,1
中/noun,必/adv,1
中/noun,有/verb,1
君子/noun,色/noun,1
色/noun,君子/noun,1
以/verb,死/verb,1
死/verb,以/verb,1
在/verb,如/verb,1
如/verb,在/verb,1
如/verb,聞/verb,1
聞/verb,如/verb,1
子/noun,在/verb,1
在/verb,子/noun,1
在/verb,何/adv,1
何/adv,在/verb,1
何/adv,死/verb,1
死/verb,何/adv,1
則/adv,中/noun,1
中/noun,則/adv,1
然/verb,從/verb,1
從/verb,然/verb,1
父/noun,君/noun,1
父/noun,亦/adv,1
君/noun,父/noun,1
君/noun,從/verb,1
亦/adv,父/noun,1
亦/adv,從/verb,1
從/verb,君/noun,1
從/verb,亦/adv,1
夫/noun,子/noun,1
子/noun,夫/noun,1
曰/verb,父/noun,1
父/noun,曰/verb,1
在/verb,求/verb,1
在/verb,問/verb,1
求/verb,在/verb,1
問/verb,在/verb,1
子/noun,聞/verb,1
聞/verb,子/noun,1
以/verb,日/noun,1
日/noun,以/verb,1
居/verb,曰/verb,1
曰/verb,居/verb,1
曰/verb,知/verb,1
知/verb,曰/verb,1
後/noun,學/noun,1
學/noun,後/noun,1
為/verb,問/verb,1
問/verb,為/verb,1
臣/noun,道/noun,1
道/noun,臣/noun,1
道/noun,君/noun,1
君/noun,道/noun,1
君/noun,則/adv,1
則/adv,君/noun,1
使/verb,勇/noun,1
勇/noun,使/verb,1
子/noun,言/noun,1
子/noun,如/verb,1
言/noun,子/noun,1
言/noun,如/verb,1
如/verb,子/noun,1
如/verb,言/noun,1
事/noun,如/verb,1
如/verb,事/noun,1
禮/noun,言/noun,1
言/noun,禮/noun,1
求/verb,則/adv,1
則/adv,求/verb,1
如/verb,非/adv,1
非/adv,如/verb,1
仁/verb,言/noun,1
言/noun,仁/verb,1
謂/verb,仁/verb,1
仁/verb,謂/verb,1
禮/noun,仁/noun,1
為/verb,日/noun,1
仁/noun,禮/noun,1
仁/noun,日/noun,1
日/noun,為/verb,1
日/noun,仁/noun,1
禮/noun,天/noun,1
天/noun,禮/noun,1
仁/noun,由/verb,1
由/verb,仁/noun,1
難/verb,言/verb,1
言/verb,難/verb,1
謂/verb,君子/noun,1
君子/noun,謂/verb,1
言/verb,非/adv,1
非/adv,言/verb,1
出/verb,如/verb,1
如/verb,出/verb,1
見/verb,大/verb,1
大/verb,見/verb,1
使/verb,如/verb,1
如/verb,使/verb,1
大/verb,欲/verb,1
欲/verb,大/verb,1
邦/noun,怨/verb,1
怨/verb,邦/noun,1
怨/verb,在/verb,1
在/verb,怨/verb,1
行/verb,遠/verb,1
遠/verb,行/verb,1
年/noun,用/verb,1
用/verb,年/noun,1
死/verb,民/noun,1
民/noun,死/verb,1
聞/verb,死/verb,1
死/verb,聞/verb,1
天/noun,敬/verb,1
君子/noun,敬/verb,1
敬/verb,天/noun,1
敬/verb,君子/noun,1
敬/verb,無/verb,1
敬/verb,失/verb,1
無/verb,敬/verb,1
失/verb,敬/verb,1
君子/noun,及/verb,1
及/verb,君子/noun,1
必/adv,使/verb,1
使/verb,必/adv,1
使/verb,無/verb,1
無/verb,使/verb,1
成/verb,惡/noun,1
惡/noun,成/verb,1
惡/noun,小/verb,1
小/verb,惡/noun,1
政/noun,正/verb,1
正/verb,政/noun,1
正/verb,子/noun,1
子/noun,正/verb,1
子/noun,欲/verb,1
子/noun,雖/adv,1
欲/verb,子/noun,1
欲/verb,雖/adv,1
雖/adv,子/noun,1
雖/adv,欲/verb,1
信/verb,義/noun,1
義/noun,信/verb,1
義/noun,德/noun,1
德/noun,義/noun,1
德/noun,欲/verb,1
欲/verb,德/noun,1
士/noun,如/verb,1
如/verb,士/noun,1
問/verb,德/noun,1
德/noun,問/verb,1
政/noun,焉/adv,1
政/noun,用/verb,1
焉/adv,政/noun,1
用/verb,政/noun,1
用/verb,善/verb,1
善/verb,用/verb,1
民/noun,君子/noun,1
善/verb,德/noun,1
君子/noun,民/noun,1
德/noun,善/verb,1
上/noun,必/adv,1
必/adv,上/noun,1
見/verb,問/verb,1
夫子/noun,問/verb,1
問/verb,見/verb,1
問/verb,夫子/noun,1
問/verb,子/noun,1
子/noun,問/verb,1
曰/verb,直/verb,1
直/verb,曰/verb,1
直/verb,謂/verb,1
謂/verb,直/verb,1
君子/noun,文/noun,1
文/noun,君子/noun,1
焉/adv,賢/verb,1
知/verb,賢/verb,1
賢/verb,焉/adv,1
賢/verb,知/verb,1
先/noun,有/verb,1
有/verb,先/noun,1
小/verb,過/noun,1
過/noun,小/verb,1
過/noun,賢/verb,1
賢/verb,過/noun,1
善/verb,問/verb,1
善/verb,先/noun,1
問/verb,善/verb,1
問/verb,先/noun,1
問/verb,事/verb,1
先/noun,善/verb,1
先/noun,問/verb,1
先/noun,事/verb,1
事/verb,問/verb,1
事/verb,先/noun,1
事/verb,後/noun,1
事/verb,得/verb,1
後/noun,事/verb,1
後/noun,得/verb,1
後/noun,非/adv,1
得/verb,事/verb,1
得/verb,後/noun,1
得/verb,非/adv,1
非/adv,後/noun,1
非/adv,得/verb,1
非/adv,德/noun,1
德/noun,非/adv,1
德/noun,惡/noun,1
惡/noun,德/noun,1
惡/noun,非/adv,1
非/adv,惡/noun,1
身/noun,及/verb,1
以/verb,及/verb,1
及/verb,身/noun,1
及/verb,以/verb,1
必/adv,正/verb,1
正/verb,必/adv,1
君/noun,子/noun,1
子/noun,君/noun,1
子/noun,先/noun,1
先/noun,子/noun,1
聞/verb,非/adv,1
非/adv,聞/verb,1
達/verb,直/verb,1
直/verb,達/verb,1
直/verb,義/noun,1
義/noun,直/verb,1
色/noun,以/verb,1
以/verb,色/noun,1
下/noun,在/verb,1
在/verb,下/noun,1
邦/noun,達/verb,1
達/verb,邦/noun,1
達/verb,在/verb,1
在/verb,達/verb,1
達/verb,色/noun,1
聞/verb,色/noun,1
色/noun,達/verb,1
色/noun,聞/verb,1
居/verb,在/verb,1
在/verb,居/verb,1
身/noun,雖/adv,1
正/verb,雖/adv,1
雖/adv,身/noun,1
雖/adv,正/verb,1
達/verb,使/verb,1
使/verb,達/verb,1
雖/adv,多/verb,1
雖/adv,亦/adv,1
多/verb,雖/adv,1
多/verb,亦/adv,1
亦/adv,雖/adv,1
亦/adv,多/verb,1
善/verb,居/verb,1
居/verb,善/verb,1
可/verb,年/noun,1
年/noun,可/verb,1
年/noun,成/verb,1
成/verb,年/noun,1
邦/noun,年/noun,1
邦/noun,亦/adv,1
年/noun,邦/noun,1
亦/adv,邦/noun,1
後/noun,仁/noun,1
仁/noun,後/noun,1
莫/adv,敬/verb,1
敬/verb,莫/adv,1
敬/verb,好/verb,1
上/noun,義/noun,1
好/verb,敬/verb,1
義/noun,上/noun,1
義/noun,則/adv,1
則/adv,義/noun,1
上/noun,信/verb,1
信/verb,上/noun,1
民/noun,用/verb,1
莫/adv,用/verb,1
用/verb,民/noun,1
用/verb,莫/adv,1
子/noun,至/verb,1
子/noun,焉/adv,1
至/verb,子/noun,1
至/verb,焉/adv,1
至/verb,用/verb,1
焉/adv,子/noun,1
焉/adv,至/verb,1
用/verb,至/verb,1
以/verb,邦/noun,1
邦/noun,以/verb,1
政/noun,雖/adv,1
雖/adv,政/noun,1
雖/adv,聞/verb,1
聞/verb,雖/adv,1
正/verb,從/verb,1
身/noun,從/verb,1
身/noun,政/noun,1
從/verb,正/verb,1
從/verb,身/noun,1
政/noun,身/noun,1
何/adv,正/verb,1
正/verb,何/adv,1
身/noun,如/verb,1
如/verb,身/noun,1
正/verb,人/noun,1
人/noun,正/verb,1
說/verb,遠/verb,1
遠/verb,說/verb,1
由/verb,君子/noun,1
君子/noun,由/verb,1
正/verb,則/adv,1
正/verb,言/verb,1
則/adv,正/verb,1
言/verb,正/verb,1
有/verb,直/verb,1
直/verb,有/verb,1
則/adv,達/verb,1
達/verb,則/adv,1
達/verb,見/verb,1
見/verb,達/verb,1
大/verb,事/noun,1
大/verb,成/verb,1
事/noun,大/verb,1
成/verb,大/verb,1
父/noun,為/verb,1
為/verb,父/noun,1
直/verb,在/verb,1
直/verb,中/noun,1
在/verb,直/verb,1
中/noun,直/verb,1
難/verb,臣/noun,1
臣/noun,難/verb,1
難/verb,言/noun,1
言/noun,難/verb,1
敬/verb,人/noun,1
人/noun,敬/verb,1
從/verb,如/verb,1
政/noun,如/verb,1
如/verb,從/verb,1
如/verb,政/noun,1
君/noun,命/noun,1
命/noun,君/noun,1
命/noun,謂/verb,1
命/noun,士/noun,1
謂/verb,命/noun,1
士/noun,命/noun,1
曰/verb,樂/noun,1
無/verb,樂/noun,1
樂/noun,曰/verb,1
樂/noun,無/verb,1
樂/noun,君/noun,1
君/noun,樂/noun,1
君/noun,言/noun,1
言/noun,君/noun,1
言/noun,莫/adv,1
莫/adv,言/noun,1
莫/adv,亦/adv,1
亦/adv,莫/adv,1
亦/adv,善/verb,1
亦/adv,如/verb,1
善/verb,亦/adv,1
如/verb,亦/adv,1
善/verb,莫/adv,1
莫/adv,善/verb,1
得/verb,中/noun,1
得/verb,行/verb,1
中/noun,得/verb,1
中/noun,與/verb,1
行/verb,得/verb,1
行/verb,與/verb,1
與/verb,中/noun,1
與/verb,行/verb,1
惡/verb,如/verb,1
如/verb,惡/verb,1
未/adv,如/verb,1
可/verb,如/verb,1
如/verb,未/adv,1
如/verb,可/verb,1
善/verb,惡/verb,1
惡/verb,善/verb,1
民/noun,謂/verb,1
謂/verb,民/noun,1
怨/verb,行/verb,1
行/verb,怨/verb,1
民/noun,年/noun,1
年/noun,民/noun,1
以/verb,難/verb,1
難/verb,以/verb,1
難/verb,仁/noun,1
仁/noun,難/verb,1
士/noun,居/verb,1
居/verb,士/noun,1
居/verb,為/verb,1
為/verb,居/verb,1
君子/noun,仁/verb,1
仁/verb,君子/noun,1
未/adv,小/verb,1
小/verb,未/adv,1
小/verb,仁/verb,1
仁/verb,小/verb,1
德/noun,仁/verb,1
仁/verb,德/noun,1
仁/verb,必/adv,1
必/adv,仁/verb,1
怨/verb,難/verb,1
難/verb,怨/verb,1
為/verb,命/noun,1
命/noun,為/verb,1
怨/verb,言/verb,1
言/verb,怨/verb,1
信/verb,夫子/noun,1
夫子/noun,信/verb,1
夫子/noun,言/verb,1
言/verb,夫子/noun,1
文/noun,禮/noun,1
禮/noun,文/noun,1
求/verb,後/noun,1
後/noun,求/verb,1
後/noun,雖/adv,1
雖/adv,後/noun,1
君/noun,信/verb,1
信/verb,君/noun,1
今/noun,成/verb,1
成/verb,今/noun,1
成/verb,何/adv,1
何/adv,成/verb,1
何/adv,然/verb,1
必/adv,然/verb,1
必/adv,見/verb,1
然/verb,何/adv,1
然/verb,必/adv,1
然/verb,見/verb,1
見/verb,必/adv,1
見/verb,然/verb,1
夫子/noun,然/verb,1
然/verb,夫子/noun,1
非/adv,仁/noun,1
仁/noun,非/adv,1
後/noun,君/noun,1
君/noun,後/noun,1
君子/noun,達/verb,1
上/noun,達/verb,1
上/noun,小/verb,1
達/verb,君子/noun,1
達/verb,上/noun,1
小/verb,上/noun,1
小/verb,下/noun,1
下/noun,小/verb,1
下/noun,達/verb,1
達/verb,下/noun,1
夫子/noun,過/noun,1
過/noun,夫子/noun,1
過/noun,未/adv,1
未/adv,過/noun,1
君子/noun,出/verb,1
思/verb,出/verb,1
出/verb,君子/noun,1
出/verb,思/verb,1
賢/verb,則/adv,1
則/adv,賢/verb,1
道/noun,仁/noun,1
仁/noun,道/noun,1
非/adv,為/verb,1
為/verb,非/adv,1
信/verb,亦/adv,1
亦/adv,信/verb,1
亦/adv,先/noun,1
先/noun,亦/adv,1
先/noun,賢/verb,1
賢/verb,先/noun,1
天/noun,民/noun,1
民/noun,天/noun,1
民/noun,今/noun,1
今/noun,民/noun,1
怨/verb,如/verb,1
如/verb,怨/verb,1
怨/verb,天/noun,1
天/noun,怨/verb,1
學/noun,達/verb,1
達/verb,學/noun,1
達/verb,知/verb,1
達/verb,天/noun,1
知/verb,達/verb,1
天/noun,達/verb,1
德/noun,直/verb,1
直/verb,德/noun,1
直/verb,怨/verb,1
怨/verb,直/verb,1
行/verb,命/noun,1
命/noun,行/verb,1
命/noun,道/noun,1
道/noun,命/noun,1
如/verb,命/noun,1
命/noun,如/verb,1
夫子/noun,有/verb,1
有/verb,夫子/noun,1
有/verb,志/noun,1
志/noun,有/verb,1
年/noun,言/verb,1
年/noun,謂/verb,1
言/verb,年/noun,1
謂/verb,年/noun,1
然/verb,君/noun,1
君/noun,然/verb,1
則/adv,聞/verb,1
聞/verb,則/adv,1
然/verb,非/adv,1
非/adv,然/verb,1
見/verb,先/noun,1
先/noun,見/verb,1
行/verb,非/adv,1
非/adv,行/verb,1
知/verb,德/noun,1
德/noun,知/verb,1
為/verb,多/verb,1
多/verb,為/verb,1
多/verb,學/noun,1
學/noun,多/verb,1
為/verb,正/verb,1
正/verb,為/verb,1
人/noun,與/verb,1
與/verb,人/noun,1
志/noun,仁/verb,1
士/noun,仁/verb,1
仁/verb,志/noun,1
仁/verb,士/noun,1
仁/verb,無/verb,1
無/verb,仁/verb,1
身/noun,成/verb,1
成/verb,身/noun,1
善/verb,事/noun,1
善/verb,必/adv,1
事/noun,善/verb,1
事/noun,先/noun,1
必/adv,善/verb,1
必/adv,先/noun,1
先/noun,事/noun,1
先/noun,必/adv,1
居/verb,事/verb,1
邦/noun,事/verb,1
邦/noun,大/verb,1
事/verb,居/verb,1
事/verb,邦/noun,1
事/verb,大/verb,1
事/verb,夫/noun,1
大/verb,邦/noun,1
大/verb,事/verb,1
夫/noun,事/verb,1
夫/noun,賢/verb,1
賢/verb,夫/noun,1
賢/verb,士/noun,1
士/noun,賢/verb,1
士/noun,仁/noun,1
仁/noun,士/noun,1
無/verb,遠/verb,1
遠/verb,無/verb,1
遠/verb,必/adv,1
必/adv,遠/verb,1
邦/noun,行/verb,1
行/verb,邦/noun,1
立/verb,則/adv,1
立/verb,見/verb,1
則/adv,立/verb,1
見/verb,立/verb,1
然/verb,行/verb,1
行/verb,然/verb,1
居/verb,日/noun,1
日/noun,居/verb,1
日/noun,言/noun,1
日/noun,及/verb,1
言/noun,日/noun,1
及/verb,日/noun,1
及/verb,義/noun,1
及/verb,好/verb,1
義/noun,及/verb,1
好/verb,及/verb,1
好/verb,小/verb,1
小/verb,好/verb,1
禮/noun,行/verb,1
行/verb,禮/noun,1
信/verb,成/verb,1
成/verb,信/verb,1
惡/verb,必/adv,1
必/adv,惡/verb,1
好/verb,必/adv,1
必/adv,好/verb,1
言/noun,德/noun,1
德/noun,言/noun,1
直/verb,行/verb,1
行/verb,直/verb,1
以/verb,思/verb,1
思/verb,以/verb,1
中/noun,學/noun,1
學/noun,中/noun,1
中/noun,君子/noun,1
君子/noun,中/noun,1
死/verb,未/adv,1
未/adv,死/verb,1
仁/noun,死/verb,1
死/verb,仁/noun,1
事/verb,敬/verb,1
君/noun,敬/verb,1
君/noun,事/noun,1
敬/verb,事/verb,1
敬/verb,君/noun,1
事/noun,君/noun,1
夫子/noun,欲/verb,1
夫子/noun,臣/noun,1
欲/verb,夫子/noun,1
臣/noun,夫子/noun,1
仁/noun,雖/adv,1
雖/adv,仁/noun,1
雖/adv,得/verb,1
雖/adv,必/adv,1
得/verb,雖/adv,1
得/verb,必/adv,1
必/adv,雖/adv,1
必/adv,得/verb,1
必/adv,失/verb,1
失/verb,必/adv,1
失/verb,及/verb,1
及/verb,失/verb,1
民/noun,知/verb,1
敬/verb,知/verb,1
敬/verb,及/verb,1
知/verb,民/noun,1
知/verb,敬/verb,1
及/verb,敬/verb,1
禮/noun,善/verb,1
未/adv,善/verb,1
善/verb,禮/noun,1
善/verb,未/adv,1
必/adv,子/noun,1
子/noun,必/adv,1
先/noun,以/verb,1
以/verb,先/noun,1
邦/noun,中/noun,1
中/noun,邦/noun,1
則/adv,焉/adv,1
焉/adv,則/adv,1
中/noun,過/noun,1
過/noun,中/noun,1
多/verb,賢/verb,1
賢/verb,多/verb,1
言/noun,未/adv,1
未/adv,言/noun,1
未/adv,及/verb,1
未/adv,言/verb,1
及/verb,未/adv,1
言/verb,未/adv,1
謂/verb,未/adv,1
未/adv,謂/verb,1
見/verb,色/noun,1
色/noun,見/verb,1
色/noun,言/verb,1
色/noun,謂/verb,1
言/verb,色/noun,1
謂/verb,色/noun,1
在/verb,色/noun,1
色/noun,在/verb,1
在/verb,得/verb,1
得/verb,在/verb,1
上/noun,學/verb,1
學/verb,上/noun,1
學/verb,民/noun,1
學/verb,為/verb,1
民/noun,學/verb,1
民/noun,為/verb,1
為/verb,學/verb,1
為/verb,民/noun,1
子/noun,出/verb,1
出/verb,子/noun,1
出/verb,下/noun,1
下/noun,出/verb,1
失/verb,大/verb,1
失/verb,夫/noun,1
大/verb,失/verb,1
大/verb,出/verb,1
夫/noun,失/verb,1
夫/noun,出/verb,1
出/verb,大/verb,1
出/verb,夫/noun,1
失/verb,臣/noun,1
臣/noun,失/verb,1
失/verb,天/noun,1
失/verb,下/noun,1
天/noun,失/verb,1
下/noun,失/verb,1
則/adv,政/noun,1
政/noun,則/adv,1
政/noun,在/verb,1
在/verb,政/noun,1
在/verb,大/verb,1
大/verb,在/verb,1
大/verb,下/noun,1
下/noun,大/verb,1
子/noun,亦/adv,1
亦/adv,子/noun,1
君子/noun,夫/noun,1
夫/noun,君子/noun,1
夫/noun,曰/verb,1
曰/verb,夫/noun,1
曰/verb,欲/verb,1
曰/verb,必/adv,1
欲/verb,曰/verb,1
欲/verb,必/adv,1
必/adv,曰/verb,1
必/adv,欲/verb,1
如/verb,遠/verb,1
遠/verb,如/verb,1
夫子/noun,遠/verb,1
遠/verb,夫子/noun,1
言/noun,小/verb,1
小/verb,言/noun,1
邦/noun,仁/noun,1
仁/noun,邦/noun,1
問/verb,得/verb,1
得/verb,問/verb,1
聞/verb,遠/verb,1
君子/noun,遠/verb,1
君子/noun,子/noun,1
遠/verb,聞/verb,1
遠/verb,君子/noun,1
遠/verb,子/noun,1
子/noun,君子/noun,1
子/noun,遠/verb,1
從/verb,事/noun,1
事/noun,從/verb,1
事/noun,失/verb,1
失/verb,事/noun,1
失/verb,謂/verb,1
謂/verb,失/verb,1
及/verb,見/verb,1
及/verb,善/verb,1
見/verb,及/verb,1
善/verb,及/verb,1
見/verb,聞/verb,1
聞/verb,見/verb,1
以/verb,志/noun,1
求/verb,志/noun,1
志/noun,以/verb,1
志/noun,求/verb,1
志/noun,行/verb,1
志/noun,義/noun,1
行/verb,志/noun,1
義/noun,志/noun,1
義/noun,達/verb,1
達/verb,義/noun,1
達/verb,道/noun,1
道/noun,達/verb,1
有/verb,思/verb,1
思/verb,有/verb,1
知/verb,下/noun,1
下/noun,知/verb,1
行/verb,天/noun,1
行/verb,下/noun,1
天/noun,行/verb,1
下/noun,行/verb,1
用/verb,為/verb,1
為/verb,用/verb,1
曰/verb,君子/noun,1
君子/noun,曰/verb,1
小/verb,學/verb,1
人/noun,學/verb,1
學/verb,小/verb,1
學/verb,人/noun,1
聞/verb,言/verb,1
言/verb,聞/verb,1
以/verb,言/verb,1
言/verb,以/verb,1
學/verb,日/noun,1
日/noun,學/verb,1
學/verb,聞/verb,1
聞/verb,學/verb,1
然/verb,有/verb,1
有/verb,然/verb,1
曰/verb,身/noun,1
身/noun,曰/verb,1
身/noun,善/verb,1
善/verb,身/noun,1
得/verb,信/verb,1
信/verb,得/verb,1
則/adv,使/verb,1
使/verb,則/adv,1
說/verb,德/noun,1
德/noun,說/verb,1
小/verb,何/adv,1
何/adv,小/verb,1
莫/adv,學/verb,1
學/verb,莫/adv,1
父/noun,遠/verb,1
遠/verb,父/noun,1
遠/verb,君/noun,1
事/verb,多/verb,1
君/noun,遠/verb,1
君/noun,多/verb,1
多/verb,事/verb,1
多/verb,君/noun,1
與/verb,事/verb,1
與/verb,君/noun,1
事/verb,與/verb,1
君/noun,與/verb,1
君/noun,未/adv,1
君/noun,得/verb,1
未/adv,君/noun,1
得/verb,君/noun,1
失/verb,至/verb,1
無/verb,至/verb,1
至/verb,失/verb,1
至/verb,無/verb,1
如/verb,言/verb,1
言/verb,如/verb,1
言/verb,小/verb,1
則/adv,子/noun,1
小/verb,言/verb,1
子/noun,則/adv,1
居/verb,好/verb,1
好/verb,居/verb,1
仁/noun,學/noun,1
學/noun,仁/noun,1
知/verb,學/noun,1
學/noun,知/verb,1
直/verb,學/noun,1
學/noun,直/verb,1
勇/noun,學/noun,1
學/noun,勇/noun,1
有/verb,今/noun,1
今/noun,有/verb,1
直/verb,今/noun,1
今/noun,直/verb,1
無/verb,用/verb,1
用/verb,無/verb,1
用/verb,難/verb,1
難/verb,用/verb,1
仁/verb,子/noun,1
子/noun,仁/verb,1
子/noun,年/noun,1
年/noun,子/noun,1
年/noun,然/verb,1
年/noun,後/noun,1
然/verb,年/noun,1
後/noun,年/noun,1
後/noun,父/noun,1
父/noun,後/noun,1
年/noun,天/noun,1
天/noun,年/noun,1
聞/verb,樂/noun,1
樂/noun,聞/verb,1
樂/noun,居/verb,1
居/verb,樂/noun,1
上/noun,有/verb,1
有/verb,上/noun,1
人/noun,勇/noun,1
勇/noun,人/noun,1
年/noun,惡/verb,1
惡/verb,年/noun,1
君子/noun,年/noun,1
年/noun,君子/noun,1
年/noun,禮/noun,1
禮/noun,年/noun,1
必/adv,年/noun,1
年/noun,必/adv,1
年/noun,樂/noun,1
樂/noun,年/noun,1
惡/noun,居/verb,1
居/verb,惡/noun,1
上/noun,惡/noun,1
上/noun,勇/noun,1
惡/noun,上/noun,1
惡/noun,勇/noun,1
勇/noun,上/noun,1
勇/noun,惡/noun,1
遠/verb,怨/verb,1
則/adv,怨/verb,1
怨/verb,遠/verb,1
怨/verb,則/adv,1
知/verb,惡/noun,1
惡/noun,知/verb,1
以/verb,勇/noun,1
勇/noun,以/verb,1
為/verb,直/verb,1
直/verb,為/verb,1
直/verb,事/verb,1
事/verb,直/verb,1
事/verb,何/adv,1
何/adv,事/verb,1
必/adv,父/noun,1
父/noun,必/adv,1
父/noun,邦/noun,1
邦/noun,父/noun,1
何/adv,德/noun,1
德/noun,何/adv,1
從/verb,人/noun,1
人/noun,從/verb,1
居/verb,言/verb,1
言/verb,居/verb,1
君/noun,義/noun,1
臣/noun,義/noun,1
義/noun,君/noun,1
義/noun,臣/noun,1
義/noun,如/verb,1
如/verb,義/noun,1
身/noun,大/verb,1
大/verb,身/noun,1
大/verb,君子/noun,1
君子/noun,大/verb,1
義/noun,道/noun,1
道/noun,義/noun,1
德/noun,信/verb,1
信/verb,德/noun,1
信/verb,道/noun,1
道/noun,信/verb,1
士/noun,見/verb,1
見/verb,士/noun,1
命/noun,見/verb,1
命/noun,得/verb,1
見/verb,命/noun,1
得/verb,命/noun,1
大/verb,怨/verb,1
臣/noun,怨/verb,1
怨/verb,大/verb,1
怨/verb,臣/noun,1
雖/adv,小/verb,1
小/verb,雖/adv,1
小/verb,道/noun,1
小/verb,必/adv,1
道/noun,小/verb,1
道/noun,必/adv,1
必/adv,小/verb,1
必/adv,道/noun,1
日/noun,知/verb,1
知/verb,日/noun,1
無/verb,謂/verb,1
謂/verb,無/verb,1
學/verb,志/noun,1
志/noun,學/verb,1
志/noun,問/verb,1
問/verb,志/noun,1
思/verb,仁/noun,1
思/verb,在/verb,1
仁/noun,思/verb,1
仁/noun,在/verb,1
仁/noun,中/noun,1
在/verb,思/verb,1
在/verb,仁/noun,1
中/noun,仁/noun,1
君子/noun,賢/verb,1
賢/verb,君子/noun,1
善/verb,大/verb,1
大/verb,善/verb,1
何/adv,賢/verb,1
賢/verb,何/adv,1
大/verb,德/noun,1
德/noun,大/verb,1
小/verb,出/verb,1
德/noun,出/verb,1
出/verb,小/verb,1
出/verb,德/noun,1
出/verb,可/verb,1
可/verb,出/verb,1
君子/noun,信/verb,1
信/verb,君子/noun,1
後/noun,民/noun,1
民/noun,後/noun,1
民/noun,未/adv,1
未/adv,民/noun,1
為/verb,信/verb,1
信/verb,為/verb,1
後/noun,未/adv,1
未/adv,後/noun,1
然/verb,未/adv,1
然/verb,仁/verb,1
未/adv,然/verb,1
仁/verb,然/verb,1
則/adv,可/verb,1
可/verb,則/adv,1
夫子/noun,未/adv,1
未/adv,夫子/noun,1
臣/noun,政/noun,1
父/noun,政/noun,1
父/noun,難/verb,1
政/noun,臣/noun,1
政/noun,父/noun,1
政/noun,難/verb,1
難/verb,父/noun,1
難/verb,政/noun,1
君子/noun,惡/verb,1
惡/verb,君子/noun,1
惡/verb,居/verb,1
惡/verb,下/noun,1
居/verb,惡/verb,1
下/noun,惡/verb,1
天/noun,惡/noun,1
下/noun,惡/noun,1
惡/noun,天/noun,1
惡/noun,下/noun,1
君子/noun,過/noun,1
過/noun,君子/noun,1
過/noun,日/noun,1
日/noun,過/noun,1
上/noun,失/verb,1
上/noun,道/noun,1
失/verb,上/noun,1
失/verb,道/noun,1
失/verb,民/noun,1
道/noun,上/noun,1
道/noun,失/verb,1
道/noun,民/noun,1
民/noun,失/verb,1
民/noun,道/noun,1
賢/verb,子/noun,1
子/noun,賢/verb,1
在/verb,賢/verb,1
賢/verb,在/verb,1
莫/adv,有/verb,1
有/verb,莫/adv,1
夫子/noun,焉/adv,1
夫子/noun,學/verb,1
焉/adv,夫子/noun,1
焉/adv,亦/adv,1
學/verb,夫子/noun,1
學/verb,亦/adv,1
亦/adv,焉/adv,1
亦/adv,學/verb,1
亦/adv,何/adv,1
何/adv,亦/adv,1
雖/adv,何/adv,1
何/adv,雖/adv,1
何/adv,日/noun,1
日/noun,何/adv,1
日/noun,多/verb,1
多/verb,日/noun,1
多/verb,知/verb,1
知/verb,多/verb,1
好/verb,夫子/noun,1
夫子/noun,好/verb,1
夫子/noun,云/verb,1
夫子/noun,亦/adv,1
云/verb,夫子/noun,1
云/verb,亦/adv,1
亦/adv,夫子/noun,1
亦/adv,云/verb,1
有/verb,在/verb,1
過/noun,在/verb,1
在/verb,有/verb,1
在/verb,過/noun,1
謂/verb,惡/noun,1
惡/noun,謂/verb,1
夫子/noun,及/verb,1
及/verb,夫子/noun,1
及/verb,天/noun,1
天/noun,及/verb,1
得/verb,邦/noun,1
邦/noun,得/verb,1
謂/verb,立/verb,1
立/verb,謂/verb,1
死/verb,如/verb,1
如/verb,死/verb,1
怨/verb,欲/verb,1
欲/verb,怨/verb,1
